Subject,Grade,Scored,Year,District,School,County,Category,Score,Students
English,6,122,2016,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,28.7,36
English,7,104,2016,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,15.4,17
English,8,118,2016,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,14.4,17
Math,5,99,2016,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,21.2,21
Math,6,122,2016,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,13.1,16
Math,7,104,2016,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,11.5,12
Math,8,118,2016,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,5.9,7
Science,8,118,2016,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,34.7,41
English,6,186,2016,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Advanced,26.9,51
English,7,194,2016,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Advanced,27.3,53
English,8,184,2016,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Advanced,22.8,42
Math,6,187,2016,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Advanced,23.5,44
Math,7,195,2016,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Advanced,14.9,30
Math,8,186,2016,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Advanced,10.8,21
Science,8,185,2016,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Advanced,37.3,70
English,3,165,2016,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Advanced,20.6,34
English,4,170,2016,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Advanced,31.8,55
English,5,168,2016,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Advanced,19.6,33
Math,3,166,2016,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Advanced,30.1,50
Math,4,172,2016,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Advanced,25,43
Math,5,168,2016,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Advanced,33.3,56
Science,4,171,2016,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Advanced,39.2,68
English,3,125284,2016,,,State,Proficient,45.7,57255
English,4,123597,2016,,,State,Proficient,34,42023
English,5,122868,2016,,,State,Proficient,45.3,55660
English,6,125263,2016,,,State,Proficient,38.9,48728
English,7,124961,2016,,,State,Proficient,43.3,54109
English,8,123275,2016,,,State,Proficient,40.9,50420
Math,3,125420,2016,,,State,Proficient,28.1,35244
Math,4,123940,2016,,,State,Proficient,26.7,33092
Math,5,122983,2016,,,State,Proficient,25.9,31853
Math,6,125305,2016,,,State,Proficient,24.1,30199
Math,7,124959,2016,,,State,Proficient,23.7,29616
Math,8,123175,2016,,,State,Proficient,20.7,25498
Science,4,123818,2016,,,State,Proficient,36.7,45442
Science,8,122955,2016,,,State,Proficient,30.3,37256
English,3,48,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,62.5,30
English,4,56,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,42.9,25
English,5,42,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,61.9,26
English,6,59,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,55.9,33
English,7,1,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,NA,NA
Math,3,48,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,16.7,9
Math,4,56,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,21.4,12
Math,5,42,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,26.2,12
Math,6,59,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,25.4,15
Math,7,1,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,NA,NA
Science,4,56,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,30.4,18
English,7,50,2016,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Columbia,Proficient,48,24
English,8,61,2016,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Columbia,Proficient,50.8,31
Math,7,50,2016,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Columbia,Proficient,18,9
Math,8,61,2016,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Columbia,Proficient,16.4,11
Science,8,61,2016,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Columbia,Proficient,42.6,26
English,6,215,2016,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,38.1,82
English,7,244,2016,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,43,105
English,8,205,2016,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,39,80
Math,6,216,2016,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,28.7,62
Math,7,244,2016,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,27.5,68
Math,8,203,2016,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,24.1,49
Science,8,203,2016,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,33.5,69
English,3,28,2016,BERWICK AREA SD,FOURTEENTH STREET EL,Columbia,Proficient,53.6,16
English,4,35,2016,BERWICK AREA SD,FOURTEENTH STREET EL,Columbia,Proficient,34.3,13
English,5,26,2016,BERWICK AREA SD,FOURTEENTH STREET EL,Columbia,Proficient,50,13
English,6,1,2016,BERWICK AREA SD,FOURTEENTH STREET EL,Columbia,Proficient,NA,NA
Math,3,28,2016,BERWICK AREA SD,FOURTEENTH STREET EL,Columbia,Proficient,32.1,9
Math,4,36,2016,BERWICK AREA SD,FOURTEENTH STREET EL,Columbia,Proficient,30.6,12
Math,5,26,2016,BERWICK AREA SD,FOURTEENTH STREET EL,Columbia,Proficient,26.9,7
Science,4,36,2016,BERWICK AREA SD,FOURTEENTH STREET EL,Columbia,Proficient,47.2,17
English,3,36,2016,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Proficient,66.7,25
English,4,40,2016,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Proficient,32.5,13
English,5,37,2016,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Proficient,59.5,23
Math,3,36,2016,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Proficient,38.9,15
Math,4,40,2016,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Proficient,27.5,11
Math,5,37,2016,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Proficient,32.4,12
Science,4,40,2016,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Proficient,37.5,15
English,3,75,2016,BERWICK AREA SD,ORANGE STREET EL SCH,Columbia,Proficient,44,33
English,4,63,2016,BERWICK AREA SD,ORANGE STREET EL SCH,Columbia,Proficient,39.7,26
English,5,68,2016,BERWICK AREA SD,ORANGE STREET EL SCH,Columbia,Proficient,54.4,37
Math,3,74,2016,BERWICK AREA SD,ORANGE STREET EL SCH,Columbia,Proficient,28.4,22
Math,4,63,2016,BERWICK AREA SD,ORANGE STREET EL SCH,Columbia,Proficient,31.7,20
Math,5,68,2016,BERWICK AREA SD,ORANGE STREET EL SCH,Columbia,Proficient,38.2,26
Science,4,63,2016,BERWICK AREA SD,ORANGE STREET EL SCH,Columbia,Proficient,47.6,30
English,3,70,2016,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,55.7,39
English,4,74,2016,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,32.4,24
English,5,76,2016,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,50,38
Math,3,70,2016,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,35.7,25
Math,4,74,2016,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,24.3,18
Math,5,76,2016,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,34.2,26
Science,4,74,2016,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,39.2,30
English,3,21,2016,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,38.1,9
English,4,16,2016,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,25,4
English,5,20,2016,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,60,12
Math,3,21,2016,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,19,4
Math,4,16,2016,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,43.8,8
Math,5,20,2016,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,30,6
Science,4,16,2016,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,37.5,6
English,6,133,2016,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,31.6,43
English,7,139,2016,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,56.1,78
English,8,112,2016,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,47.3,53
Math,6,133,2016,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,23.3,31
Math,7,139,2016,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,39.6,56
Math,8,112,2016,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,31.3,36
Science,8,112,2016,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,41.1,47
English,3,63,2016,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,55.6,36
English,4,67,2016,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,44.8,31
English,5,64,2016,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,68.8,45
Math,3,62,2016,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,37.1,24
Math,4,67,2016,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,28.4,20
Math,5,64,2016,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,26.6,18
Science,4,67,2016,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,44.8,31
English,3,39,2016,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Proficient,46.2,19
English,4,35,2016,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Proficient,48.6,18
English,5,36,2016,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Proficient,61.1,22
Math,3,39,2016,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Proficient,25.6,10
Math,4,35,2016,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Proficient,31.4,11
Math,5,36,2016,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Proficient,38.9,15
Science,4,35,2016,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Proficient,37.1,13
English,3,133,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Columbia,Proficient,57.9,78
English,4,141,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Columbia,Proficient,28.4,41
Math,3,133,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Columbia,Proficient,33.1,45
Math,4,141,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Columbia,Proficient,29.1,42
Science,4,141,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Columbia,Proficient,26.2,37
English,5,141,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,44.7,64
English,6,120,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,46.7,57
English,7,158,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,49.4,79
English,8,146,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,51.4,76
Math,5,141,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,31.2,44
Math,6,120,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,32.5,39
Math,7,158,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,40.5,64
Math,8,145,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,29.7,44
Science,8,145,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,26.9,40
English,3,35,2016,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Proficient,57.1,20
English,4,46,2016,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Proficient,37,18
English,5,39,2016,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Proficient,43.6,18
English,6,58,2016,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Proficient,32.8,20
Math,3,36,2016,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Proficient,25,9
Math,4,46,2016,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Proficient,30.4,14
Math,5,39,2016,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Proficient,20.5,8
Math,6,58,2016,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Proficient,12.1,8
Science,4,46,2016,MILLVILLE AREA SD,MILLVILLE AREA EL SC,Columbia,Proficient,34.8,17
English,7,57,2016,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Proficient,43.9,26
English,8,62,2016,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Proficient,37.1,24
Math,7,56,2016,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Proficient,23.2,13
Math,8,61,2016,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Proficient,18,11
Science,8,60,2016,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Proficient,21.7,14
English,3,111,2016,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Proficient,46.8,52
English,4,94,2016,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Proficient,52.1,49
Math,3,112,2016,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Proficient,36.6,41
Math,4,94,2016,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Proficient,36.2,35
Science,4,94,2016,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Proficient,47.9,46
English,5,97,2016,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,52.6,52
English,6,122,2016,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,40.2,50
English,7,104,2016,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,54.8,57
English,8,118,2016,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,57.6,68
Math,5,99,2016,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,26.3,27
Math,6,122,2016,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,30.3,37
Math,7,104,2016,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,42.3,44
Math,8,118,2016,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,19.5,24
Science,8,118,2016,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,39.8,47
English,6,186,2016,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Proficient,41.9,78
English,7,194,2016,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Proficient,48.5,95
English,8,184,2016,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Proficient,44,81
Math,6,187,2016,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Proficient,25.7,49
Math,7,195,2016,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Proficient,27.7,55
Math,8,186,2016,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Proficient,26.3,49
Science,8,185,2016,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Proficient,29.2,55
English,3,165,2016,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Proficient,49.7,83
English,4,170,2016,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Proficient,42.4,73
English,5,168,2016,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Proficient,51.8,88
Math,3,166,2016,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Proficient,27.1,45
Math,4,172,2016,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Proficient,34.3,59
Math,5,168,2016,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Proficient,33.3,56
Science,4,171,2016,DANVILLE AREA SD,LIBERTY-VALLEY EL SC,Montour,Proficient,43.9,76
English,3,125284,2016,,,State,Basic,25.5,31948
English,4,123597,2016,,,State,Basic,29.1,35967
English,5,122868,2016,,,State,Basic,24.5,30103
English,6,125263,2016,,,State,Basic,29.8,37329
English,7,124961,2016,,,State,Basic,33.5,41862
English,8,123275,2016,,,State,Basic,30.4,37476
Math,3,125420,2016,,,State,Basic,21,26339
Math,4,123940,2016,,,State,Basic,25.9,32101
Math,5,122983,2016,,,State,Basic,27.6,33944
Math,6,125305,2016,,,State,Basic,28.8,36088
Math,7,124959,2016,,,State,Basic,28.1,35114
Math,8,123175,2016,,,State,Basic,28.6,35229
Science,4,123818,2016,,,State,Basic,12.2,15106
Science,8,122955,2016,,,State,Basic,16.8,20657
English,3,48,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,14.6,8
English,4,56,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,23.2,13
English,5,42,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,11.9,5
English,6,59,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,28.8,17
English,7,1,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,NA,NA
Math,3,48,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,20.8,10
Math,4,56,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,30.4,18
Math,5,42,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,33.3,14
Math,6,59,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,45.8,28
Math,7,1,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,NA,NA
Science,4,56,2016,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Basic,0,0
English,7,50,2016,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Columbia,Basic,38,19
English,8,61,2016,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Columbia,Basic,21.3,13
Math,7,50,2016,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Columbia,Basic,32,16
Math,8,61,2016,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Columbia,Basic,39.3,24
Science,8,61,2016,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,Columbia,Basic,14.8,10
English,6,215,2016,BERWICK AREA SD,BERWICK AREA MS,Columbia,Basic,34,74
English,7,244,2016,BERWICK AREA SD,BERWICK AREA MS,Columbia,Basic,37.3,92
English,8,205,2016,BERWICK AREA SD,BERWICK AREA MS,Columbia,Basic,38,78
Math,6,216,2016,BERWICK AREA SD,BERWICK AREA MS,Columbia,Basic,35.2,77
Math,7,244,2016,BERWICK AREA SD,BERWICK AREA MS,Columbia,Basic,28.3,70
Math,8,203,2016,BERWICK AREA SD,BERWICK AREA MS,Columbia,Basic,32.5,66
Science,8,203,2016,BERWICK AREA SD,BERWICK AREA MS,Columbia,Basic,17.2,35
English,3,28,2016,BERWICK AREA SD,FOURTEENTH STREET EL,Columbia,Basic,14.3,5
English,4,35,2016,BERWICK AREA SD,FOURTEENTH STREET EL,Columbia,Basic,28.6,11
English,5,26,2016,BERWICK AREA SD,FOURTEENTH STREET EL,Columbia,Basic,26.9,7
English,6,1,2016,BERWICK AREA SD,FOURTEENTH STREET EL,Columbia,Basic,NA,NA
Math,3,28,2016,BERWICK AREA SD,FOURTEENTH STREET EL,Columbia,Basic,10.7,3
Math,4,36,2016,BERWICK AREA SD,FOURTEENTH STREET EL,Columbia,Basic,30.6,12
Math,5,26,2016,BERWICK AREA SD,FOURTEENTH STREET EL,Columbia,Basic,23.1,7
Science,4,36,2016,BERWICK AREA SD,FOURTEENTH STREET EL,Columbia,Basic,5.6,3
English,3,36,2016,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Basic,8.3,3
English,4,40,2016,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Basic,30,12
English,5,37,2016,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Basic,24.3,9
Math,3,36,2016,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Basic,16.7,7
Math,4,40,2016,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Basic,17.5,7
Math,5,37,2016,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Basic,16.2,6
Science,4,40,2016,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Basic,10,4
English,3,75,2016,BERWICK AREA SD,ORANGE STREET EL SCH,Columbia,Basic,33.3,25
English,4,63,2016,BERWICK AREA SD,ORANGE STREET EL SCH,Columbia,Basic,30.2,20
English,5,68,2016,BERWICK AREA SD,ORANGE STREET EL SCH,Columbia,Basic,26.5,19
Math,3,74,2016,BERWICK AREA SD,ORANGE STREET EL SCH,Columbia,Basic,24.3,18
Math,4,63,2016,BERWICK AREA SD,ORANGE STREET EL SCH,Columbia,Basic,34.9,22
Math,5,68,2016,BERWICK AREA SD,ORANGE STREET EL SCH,Columbia,Basic,30.9,22
Science,4,63,2016,BERWICK AREA SD,ORANGE STREET EL SCH,Columbia,Basic,9.5,6
English,3,70,2016,BERWICK AREA SD,SALEM EL SCH,Columbia,Basic,31.4,22
English,4,74,2016,BERWICK AREA SD,SALEM EL SCH,Columbia,Basic,37.8,28
English,5,76,2016,BERWICK AREA SD,SALEM EL SCH,Columbia,Basic,25,19
Math,3,70,2016,BERWICK AREA SD,SALEM EL SCH,Columbia,Basic,22.9,17
Math,4,74,2016,BERWICK AREA SD,SALEM EL SCH,Columbia,Basic,29.7,22
Math,5,76,2016,BERWICK AREA SD,SALEM EL SCH,Columbia,Basic,14.5,12
Science,4,74,2016,BERWICK AREA SD,SALEM EL SCH,Columbia,Basic,9.5,8
English,3,21,2016,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Basic,19,4
English,4,16,2016,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Basic,25,4
English,5,20,2016,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Basic,10,2
Math,3,21,2016,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Basic,9.5,2
Math,4,16,2016,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Basic,12.5,2
Math,5,20,2016,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Basic,15,3
Science,4,16,2016,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Basic,6.3,2
English,6,133,2016,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Basic,40.6,54
English,7,139,2016,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Basic,24.5,35
English,8,112,2016,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Basic,26.8,31
Math,6,133,2016,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Basic,36.1,49
Math,7,139,2016,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Basic,31.7,45
Math,8,112,2016,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Basic,42,48
Science,8,112,2016,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Basic,18.8,22
English,3,63,2016,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Basic,20.6,13
English,4,67,2016,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Basic,32.8,22
English,5,64,2016,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Basic,12.5,8
Math,3,62,2016,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Basic,19.4,13
Math,4,67,2016,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Basic,25.4,18
Math,5,64,2016,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Basic,40.6,26
Science,4,67,2016,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Basic,16.4,11
English,3,39,2016,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Basic,28.2,11
English,4,35,2016,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Basic,8.6,4
English,5,36,2016,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Basic,27.8,11
Math,3,39,2016,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Basic,15.4,7
Math,4,35,2016,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Basic,17.1,6
Math,5,36,2016,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Basic,25,9
Science,4,35,2016,BLOOMSBURG AREA SD,W W EVANS MEMORIAL E,Columbia,Basic,0,0
English,3,133,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Columbia,Basic,20.3,27
English,4,141,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Columbia,Basic,16.3,23
Math,3,133,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Columbia,Basic,21.1,29
Math,4,141,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Columbia,Basic,25.5,36
Science,4,141,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL,Columbia,Basic,3.5,5
English,5,141,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Basic,27.7,40
English,6,120,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Basic,22.5,27
English,7,158,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Basic,27.2,43
English,8,146,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Basic,19.9,30
Math,5,141,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Basic,31.2,44
Math,6,120,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Basic,24.2,30
Math,7,158,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Basic,20.3,33
Math,8,145,2016,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Basic,16.6,25
